id,mural_title,school_name,borough,neighborhood,lat,lng,year,artist_names,students_involved,image_url,detail_url
1,Boone Avenue Walls: Family,Boone Avenue Walls,Bronx,Hunts Point,40.8368579,-73.8828182,2025,"KEL5MH, Yvette Hidalgo",,https://i0.wp.com/www.thrivecollective.org/wp-content/uploads/2025/09/boone-ave-2025-family-feature.jpeg?fit=1675%2C942&ssl=1,https://www.thrivecollective.org/portfolio/boone-avenue-walls-family/
2,Boone Avenue Walls: Don't Forget 2 Smile,Boone Avenue Walls,Bronx,Hunts Point,40.8368579,-73.8828182,2025,"Jodi Dareal, Christian Penn",,https://i0.wp.com/www.thrivecollective.org/wp-content/uploads/2025/09/boone-ave-2025-smile-feature.jpeg?fit=1920%2C1081&ssl=1,https://www.thrivecollective.org/portfolio/boone-avenue-smile/
3,Atlantic Avenue BQE Murals: North Wall,,Brooklyn,"Atlantic Avenue under the BQE, Brooklyn, NY 11201",40.6781784,-73.9441579,2025,"Marissa Molina, Christian Penn, Will Power, Vince Ballentine, Jodi Dareal, Michela ""Miki Mu"" Muserra, Peach Tao",,https://i0.wp.com/www.thrivecollective.org/wp-content/uploads/2025/06/BQE-north-wall.jpeg?fit=1920%2C887&ssl=1,https://www.thrivecollective.org/portfolio/atlantic-bqe/
4,Atlantic Avenue BQE Murals: North Wall,,Brooklyn,"Atlantic Avenue under the BQE, Brooklyn, NY 11201",40.6781784,-73.9441579,2025,"Marissa Molina, Christian Penn, Will Power, Vince Ballentine, Jodi Dareal, Michela ""Miki Mu"" Muserra, Peach Tao",,https://i0.wp.com/www.thrivecollective.org/wp-content/uploads/2025/07/restore-feature.jpeg?resize=1170%2C658&ssl=1,https://www.thrivecollective.org/portfolio/atlantic-ave-restore/
5,Atlantic Avenue BQE Murals: North Wall,,Brooklyn,"Atlantic Avenue under the BQE, Brooklyn, NY 11201",40.6781784,-73.9441579,2025,"Marissa Molina, Christian Penn, Will Power, Vince Ballentine, Jodi Dareal, Michela ""Miki Mu"" Muserra, Peach Tao",,https://i0.wp.com/www.thrivecollective.org/wp-content/uploads/2025/07/recreate-feature.jpeg?fit=1920%2C1081&ssl=1,https://www.thrivecollective.org/portfolio/atlantic-ave-recreate/
6,Atlantic Avenue BQE Murals: North Wall,,Brooklyn,"Atlantic Avenue under the BQE, Brooklyn, NY 11201",40.6781784,-73.9441579,2025,"Marissa Molina, Christian Penn, Will Power, Vince Ballentine, Jodi Dareal, Michela ""Miki Mu"" Muserra, Peach Tao",,https://i0.wp.com/www.thrivecollective.org/wp-content/uploads/2025/07/biodiversity-feature.jpeg?resize=1170%2C658&ssl=1,https://www.thrivecollective.org/portfolio/atlantic-ave-biodiverse/
7,Atlantic Avenue BQE Murals: North Wall,,Brooklyn,"Atlantic Avenue under the BQE, Brooklyn, NY 11201",40.6781784,-73.9441579,2025,"Marissa Molina, Christian Penn, Will Power, Vince Ballentine, Jodi Dareal, Michela ""Miki Mu"" Muserra, Peach Tao",,https://i0.wp.com/www.thrivecollective.org/wp-content/uploads/2025/07/industry-feature.jpeg?resize=1170%2C658&ssl=1,https://www.thrivecollective.org/portfolio/atlantic-ave-industry/
8,Atlantic Avenue BQE Murals: North Wall,,Brooklyn,"Atlantic Avenue under the BQE, Brooklyn, NY 11201",40.6781784,-73.9441579,2025,"Marissa Molina, Christian Penn, Will Power, Vince Ballentine, Jodi Dareal, Michela ""Miki Mu"" Muserra, Peach Tao",,https://i0.wp.com/www.thrivecollective.org/wp-content/uploads/2025/07/dockworkers-feature.jpeg?resize=1170%2C658&ssl=1,https://www.thrivecollective.org/portfolio/atlantic-ave-dockworkers/
9,Atlantic Avenue BQE Murals: North Wall,,Brooklyn,"Atlantic Avenue under the BQE, Brooklyn, NY 11201",40.6781784,-73.9441579,2025,"Marissa Molina, Christian Penn, Will Power, Vince Ballentine, Jodi Dareal, Michela ""Miki Mu"" Muserra, Peach Tao",,https://i0.wp.com/www.thrivecollective.org/wp-content/uploads/2025/07/reframe-feature.jpeg?resize=1170%2C658&ssl=1,https://www.thrivecollective.org/portfolio/atlantic-ave-reframe/
10,PS/MS 104K: Mark of Excellence,PS 104K,Brooklyn,Bay Ridge,40.6181069,-74.0286934,2025,"Michael ""Kaves"" McCleer",,https://i0.wp.com/www.thrivecollective.org/wp-content/uploads/2025/08/ps104-banner.jpeg?fit=1920%2C887&ssl=1,https://www.thrivecollective.org/portfolio/mark-of-excellence/
11,Amazin' Mets Foundation: Amazin' Family,Queens Elementary School,Queens,,40.6542388,-73.9081621,2025,Peach Tao,,https://i0.wp.com/www.thrivecollective.org/wp-content/uploads/2025/07/amazin-family-feature.jpeg?fit=2000%2C2274&ssl=1,https://www.thrivecollective.org/portfolio/amazin-family/
12,PS 86Q: The Power Within,PS 86Q,Queens,Jamaica,40.7037439,-73.7991953,2025,Kristy McCarthy,,https://i0.wp.com/www.thrivecollective.org/wp-content/uploads/2025/08/power-banner.jpeg?resize=1170%2C658&ssl=1,https://www.thrivecollective.org/portfolio/power-within/
13,PS 86Q: Learn It for Yourself,PS 86Q,Queens,Jamaica,40.7037439,-73.7991953,2025,Kristy McCarthy,"Dorothy, Cowardly Lion, Scarecrow, Tinman",https://i0.wp.com/www.thrivecollective.org/wp-content/uploads/2025/08/for-yourself-banner.jpeg?resize=1170%2C658&ssl=1,https://www.thrivecollective.org/portfolio/for-yourself/
14,PS 60: Abundance,PS 60 The Alice Austin School,Staten Island,Bulls Head,40.6104977,-74.1623398,2025,Jenna Morello,,https://i0.wp.com/www.thrivecollective.org/wp-content/uploads/2025/08/PS60SI-banner.jpeg?resize=1170%2C658&ssl=1,https://www.thrivecollective.org/portfolio/abundance/
15,IS 131 Albert Einstein School: The Beat of 131,IS 131 Albert Einstein School,Bronx,Soundview,40.8232688,-73.8602447,2025,"Pelumi Ayeni, Wale Ayeni",,https://i0.wp.com/www.thrivecollective.org/wp-content/uploads/2025/08/beats-banner-1.jpeg?resize=1170%2C658&ssl=1,https://www.thrivecollective.org/portfolio/the-beat-of-131/
16,SVA Mural Makeover: Larger than Life,Soundview Academy for Culture and Scholarship,Bronx,Soundview,40.8232367,-73.8598551,2025,Pelumi Ayeni,,https://i0.wp.com/www.thrivecollective.org/wp-content/uploads/2025/09/sva-pelumi-2025-feature.jpeg?resize=1170%2C658&ssl=1,https://www.thrivecollective.org/portfolio/sva-larger-than-life/
17,IS 131 Albert Einstein School: Knowledge is Power,IS 131 Albert Einstein School,Bronx,Soundview,40.8232688,-73.8602447,2025,"Pelumi Ayeni, Wale Ayeni",,https://i0.wp.com/www.thrivecollective.org/wp-content/uploads/2025/08/knowledg-banner.jpeg?fit=1920%2C1692&ssl=1,https://www.thrivecollective.org/portfolio/131-knowledge/
18,The Shoppe: Don't Forget to Smile,The Shoppe and Sneaker Room,Staten Island,Emerson Hill,40.6002913,-74.091782,2025,"Jodi Dareal, Christian Penn","Cianta, @alma_gaze, @deerezzed, @renapsable, @dragonmomi8, @lysasway",https://i0.wp.com/www.thrivecollective.org/wp-content/uploads/2025/09/Dont-Forget-to-Smile-Staten-banner.jpeg?resize=1170%2C658&ssl=1,https://www.thrivecollective.org/portfolio/shoppe-smile/
19,Mentoring Youth for Leadership Summit: City as Playground,,Chattanooga,,35.045631,-85.309677,2025,Sam Wisneski,,https://i0.wp.com/www.thrivecollective.org/wp-content/uploads/2025/03/playground-slider.jpeg?resize=1170%2C658&ssl=1,https://www.thrivecollective.org/portfolio/playground/
20,SVA Mural Makeover: Courage,Soundview Academy for Culture and Scholarship,Bronx,Soundview,40.8232367,-73.8598551,2025,Danielle Mastrion,,https://i0.wp.com/www.thrivecollective.org/wp-content/uploads/2025/08/embrace-banner.jpeg?resize=1170%2C658&ssl=1,https://www.thrivecollective.org/portfolio/sva-explore/
21,SVA Mural Makeover: Courage,Soundview Academy for Culture and Scholarship,Bronx,Soundview,40.8232367,-73.8598551,2025,Danielle Mastrion,,https://i0.wp.com/www.thrivecollective.org/wp-content/uploads/2025/08/embrace-banner.jpeg?resize=1170%2C658&ssl=1,https://www.thrivecollective.org/portfolio/sva-courage/
22,SVA Mural Makeover: Embrace the Future,Soundview Academy for Culture and Scholarship,Bronx,Soundview,40.8232367,-73.8598551,2025,"Danielle Mastrion, Pelumi Ayeni, Marissa Molina",,https://i0.wp.com/www.thrivecollective.org/wp-content/uploads/2025/08/embrace-banner.jpeg?resize=1170%2C658&ssl=1,https://www.thrivecollective.org/portfolio/embrace-future/
23,Tasker Middle School: We Serve,Tasker Middle School,Prince George's County,Somerset,38.9580139,-76.7455312,2025,"Christian Penn, Ryan Mizta",,https://i0.wp.com/www.thrivecollective.org/wp-content/uploads/2025/08/we-serve-md-banner.jpeg?resize=1170%2C658&ssl=1,https://www.thrivecollective.org/portfolio/we-serve/
24,SVA Mural Makeover: Dream Big,Soundview Academy for Culture and Scholarship,Bronx,Soundview,40.8232367,-73.8598551,2025,"Marissa Molina, Danielle Mastrion, Pelumi Ayeni",,https://i0.wp.com/www.thrivecollective.org/wp-content/uploads/2025/08/dream-big-banner.jpeg?resize=1170%2C658&ssl=1,https://www.thrivecollective.org/portfolio/sva-dream-big/
25,SVA Mural Makeover: Embrace Diversity,Soundview Academy for Culture and Scholarship,Bronx,Soundview,40.8232367,-73.8598551,2025,"Marissa Molina, Danielle Mastrion, Pelumi Ayeni",,https://i0.wp.com/www.thrivecollective.org/wp-content/uploads/2025/08/diversity-banner.jpeg?resize=1170%2C658&ssl=1,https://www.thrivecollective.org/portfolio/embrace-diversity/
26,IS 131 Albert Einstein School: The Arts,IS 131 Albert Einstein School,Bronx,Soundview,40.8232688,-73.8602447,2025,"Pelumi Ayeni, Wale Ayeni",,https://i0.wp.com/www.thrivecollective.org/wp-content/uploads/2025/08/arts-banner.jpeg?fit=1920%2C1536&ssl=1,https://www.thrivecollective.org/portfolio/the-arts/
27,IS 131 Albert Einstein School: Beauty and Strength,IS 131 Albert Einstein School,Bronx,Soundview,40.8232688,-73.8602447,2025,"Pelumi Ayeni, Wale Ayeni",,https://i0.wp.com/www.thrivecollective.org/wp-content/uploads/2025/08/diversity-feature.jpeg?fit=1920%2C1538&ssl=1,https://www.thrivecollective.org/portfolio/beauty-and-strength/
28,IS 131 Albert Einstein School: Galaxy,IS 131 Albert Einstein School,Bronx,Soundview,40.8232688,-73.8602447,2025,"Pelumi Ayeni, Wale Ayeni",,https://i0.wp.com/www.thrivecollective.org/wp-content/uploads/2025/08/space-feature.jpeg?resize=1170%2C658&ssl=1,https://www.thrivecollective.org/portfolio/131-galaxy/
29,PS 101K: Take Flight,PS 101 The Verrazano,Brooklyn,Gravesend,40.5972477,-73.991864,2025,"Pelumi Ayeni, Wale Ayeni",,https://i0.wp.com/www.thrivecollective.org/wp-content/uploads/2025/07/ps101k-summer-flight-banner.jpeg?resize=1170%2C658&ssl=1,https://www.thrivecollective.org/portfolio/take-flight/
30,PS 101K: Just the Way You Are,PS 101 The Verrazano,Brooklyn,Gravesend,40.5972477,-73.991864,2025,"Pelumi Ayeni, Wale Ayeni",,https://i0.wp.com/www.thrivecollective.org/wp-content/uploads/2025/08/you-are-feature.jpeg?fit=1920%2C1563&ssl=1,https://www.thrivecollective.org/portfolio/you-are/
31,"PS 101K: ""Where Will Your Wings Take You?""",PS 101 The Verrazano,Brooklyn,Gravesend,40.5972477,-73.991864,2025,"Pelumi Ayeni, Wale Ayeni",,https://i0.wp.com/www.thrivecollective.org/wp-content/uploads/2025/07/ps101k-summer-wings-banner.jpeg?fit=1920%2C870&ssl=1,https://www.thrivecollective.org/portfolio/wings/
32,"PS 101K: ""You are Welcome""",PS 101 The Verrazano,Brooklyn,Gravesend,40.5972477,-73.991864,2025,"Pelumi Ayeni, Wale Ayeni",,https://i0.wp.com/www.thrivecollective.org/wp-content/uploads/2025/07/ps101k-summer-welcome-banner.jpeg?resize=1170%2C658&ssl=1,https://www.thrivecollective.org/portfolio/you-are-welcome/
33,CPC Beacon / IS 220K: Time Capsule,IS 220K,Brooklyn,Sunset Park,40.640878,-74.00087,2025,Michela Muserra,,https://i0.wp.com/www.thrivecollective.org/wp-content/uploads/2025/08/is220-banner.jpeg?resize=1170%2C658&ssl=1,https://www.thrivecollective.org/portfolio/time-capsule/
34,PS 13K: Keys for Inspiration,PS 13K,Brooklyn,East New York,40.6639876,-73.8934056,2025,Marissa Molina,,https://i0.wp.com/www.thrivecollective.org/wp-content/uploads/2025/08/ps13-banner2-scaled.jpg?resize=1170%2C658&ssl=1,https://www.thrivecollective.org/portfolio/inspiration/
35,PS 13K: Raising the Bar,PS 13K,Brooklyn,East New York,40.6639876,-73.8934056,2025,Marissa Molina,,https://i0.wp.com/www.thrivecollective.org/wp-content/uploads/2025/08/ps13-banner-scaled.jpg?resize=1170%2C658&ssl=1,https://www.thrivecollective.org/portfolio/raising-the-bar/
36,PS 13K: Checkmate,PS 13K,Brooklyn,East New York,40.6639876,-73.8934056,2025,Marissa Molina,,https://i0.wp.com/www.thrivecollective.org/wp-content/uploads/2025/08/ps13-banner3-scaled.jpg?resize=1170%2C658&ssl=1,https://www.thrivecollective.org/portfolio/checkmate/
37,FDR High School: The Brooklyn Way,FDR High School,Brooklyn,Mapleton,40.6212759,-73.9825528,2025,"Cramcept, Yukiko Izumi",,https://i0.wp.com/www.thrivecollective.org/wp-content/uploads/2025/07/cram-feature2.jpeg?fit=1920%2C1081&ssl=1,https://www.thrivecollective.org/portfolio/fdr-brooklyn-way/
38,FDR High School: Data Science,FDR High School,Brooklyn,Mapleton,40.6212759,-73.9825528,2025,"Vince Ballantine, Yasmine Rodriguez",,https://i0.wp.com/www.thrivecollective.org/wp-content/uploads/2025/08/fdr-vr-feature.jpeg?fit=1920%2C1080&ssl=1,https://www.thrivecollective.org/portfolio/data-science/
39,FDR High School: Robotics,FDR High School,Brooklyn,Mapleton,40.6212759,-73.9825528,2025,"Vince Ballantine, Yasmine Rodriguez",,https://i0.wp.com/www.thrivecollective.org/wp-content/uploads/2025/08/fdr-robotics-feature.jpeg?fit=1920%2C1080&ssl=1,https://www.thrivecollective.org/portfolio/robotics/
40,Frederick Douglass Academy: Lion's Pride,Frederick Douglass Academy,Manhattan,Harlem,40.8242911,-73.9366898,2025,"DAZE, Steven Artiles, Ralph Demaio",,https://i0.wp.com/www.thrivecollective.org/wp-content/uploads/2025/08/fda-banner.jpeg?resize=1170%2C658&ssl=1,https://www.thrivecollective.org/portfolio/lions-pride/
41,PS 200: Affirmations,PS 200,Manhattan,Harlem,40.8245734,-73.9364521,2025,"DAZE, Steven Artiles, Ralph Demaio",Yasmine Rodriguez,https://i0.wp.com/www.thrivecollective.org/wp-content/uploads/2025/08/ps200-banner.jpeg?resize=1170%2C658&ssl=1,https://www.thrivecollective.org/portfolio/affirmations/
42,PS 86Q: Serenity,PS 86Q,Queens,Jamaica,40.7037439,-73.7991953,2025,"Marissa Molina, Raisa Oliveira Da Silva",,https://i0.wp.com/www.thrivecollective.org/wp-content/uploads/2025/08/serenity-c1.jpeg?fit=1445%2C1920&ssl=1,https://www.thrivecollective.org/portfolio/ps86-serenity/
43,PS 86Q: Student Medicine,PS 86Q,Queens,Jamaica,40.7037439,-73.7991953,2025,"Marissa Molina, Raisa Oliveira Da Silva",,https://i0.wp.com/www.thrivecollective.org/wp-content/uploads/2025/08/student-medicine-banner.jpeg?resize=1170%2C658&ssl=1,https://www.thrivecollective.org/portfolio/student-medicine/
44,PS/MS 34: The Doer (Mural 700),PS/MS 34,Manhattan,Lower East Side,40.7261446,-73.9750657,2025,"Christian Bachez, Toofly, Lorena Barrezueta Carlo, Kadeem Phillip",,https://i0.wp.com/www.thrivecollective.org/wp-content/uploads/2025/08/the-dreamer-feature.jpeg?resize=1170%2C658&ssl=1,https://www.thrivecollective.org/portfolio/the-doer/
45,"PS/MS 34: The Dreamer, Dream Walls 3.0",PS/MS 34,Manhattan,Lower East Side,40.7261446,-73.9750657,2025,"Christian Bachez, Toofly, Lorena Barrezueta Carlo, Kadeem Phillip",,https://i0.wp.com/www.thrivecollective.org/wp-content/uploads/2025/08/the-dreamer-feature.jpeg?resize=1170%2C658&ssl=1,https://www.thrivecollective.org/portfolio/the-dreamer/
46,"PS/MS 34: The Path, Dream Walls 3.0",PS/MS 34,Manhattan,Lower East Side,40.7261446,-73.9750657,2025,"Christian Bachez, Toofly, Lorena Barrezueta Carlo, Kadeem Phillip",,https://i0.wp.com/www.thrivecollective.org/wp-content/uploads/2025/08/the-path-feature.jpeg?resize=1170%2C658&ssl=1,https://www.thrivecollective.org/portfolio/the-path/
47,"PS/MS 34: The Graduate, Dream Walls 3.0",PS/MS 34,Manhattan,Lower East Side,40.7261446,-73.9750657,2025,"Christian Bachez, Toofly, Lorena Barrezueta Carlo, Kadeem Phillip",,https://i0.wp.com/www.thrivecollective.org/wp-content/uploads/2025/08/the-graduate-feature.jpeg?resize=1170%2C658&ssl=1,https://www.thrivecollective.org/portfolio/the-graduate/
48,"PS/MS 34: The Classics, Dream Walls 3.0",PS/MS 34,Manhattan,Lower East Side,40.7261446,-73.9750657,2025,"Christian Bachez, Toofly, Lorena Barrezueta Carlo, Kadeem Phillip",,https://i0.wp.com/www.thrivecollective.org/wp-content/uploads/2025/08/the-dreamer-feature.jpeg?resize=1170%2C658&ssl=1,https://www.thrivecollective.org/portfolio/the-classics/
49,"PS/MS 34: The Pillars, Dream Walls 3.0",PS/MS 34,Manhattan,Lower East Side,40.7261446,-73.9750657,2025,"Christian Bachez, Toofly, Lorena Barrezueta Carlo, Kadeem Phillip",,https://i0.wp.com/www.thrivecollective.org/wp-content/uploads/2025/08/the-pillars-feature.jpeg?resize=1170%2C658&ssl=1,https://www.thrivecollective.org/portfolio/the-pillars/
50,MS 61K: We Write the Future,MS 61K,Brooklyn,Crown Heights,40.6694022,-73.9422324,2025,"Michela Muserra, Wale Ayeni, Ralph DeMaio, Motoko Otsuki, Melissa Schainker",,https://i0.wp.com/www.thrivecollective.org/wp-content/uploads/2025/08/write-feature-e1755726510363.jpeg?fit=1920%2C1440&ssl=1,https://www.thrivecollective.org/portfolio/write-the-future/
51,PS/IS 178K: She's My Hero,PS/IS 178K,Brooklyn,Crown Heights,40.6752336,-73.915361,2025,"Jodi Dareal, Pelumi Ayeni, Motoko Otsuki",,https://i0.wp.com/www.thrivecollective.org/wp-content/uploads/2025/08/178-banner.jpeg?resize=1170%2C658&ssl=1,https://www.thrivecollective.org/portfolio/shes-my-hero/
52,SI Tech HS: The Early Bird,SI Tech High School,Staten Island,New Dorp,40.5679227,-74.1170347,2025,Jodi Dareal,,https://i0.wp.com/www.thrivecollective.org/wp-content/uploads/2025/09/SI-Tech-Early-Bird-feature.jpeg?fit=1920%2C949&ssl=1,https://www.thrivecollective.org/portfolio/early-bird/
53,Fannie Lou Hamer Middle School: Be a Star,Fannie Lou Hamer Middle School,Bronx,Crotona Park,40.8312555,-73.8866072,2023,"Andre Trenier, Gloria Zapata",,https://i0.wp.com/www.thrivecollective.org/wp-content/uploads/2025/08/flhms-feature.jpeg?fit=1920%2C1081&ssl=1,https://www.thrivecollective.org/portfolio/star/
54,PS 76 & SAFE in Harlem: Dream On,PS 76,Manhattan,Harlem,40.8065406,-73.9513683,2025,"Peach Tao, Andrea Amanda",Anaiyah Smith,https://i0.wp.com/www.thrivecollective.org/wp-content/uploads/2025/07/ps76-banner2.jpeg?resize=1170%2C658&ssl=1,https://www.thrivecollective.org/portfolio/dream-on/
55,PS 123K: Can't Stop / Won't Stop,PS 123K,Brooklyn,Bushwick,40.703905,-73.922574,2025,"Danielle Mastrion, Amber Smalls, Chey Nelson",,https://i0.wp.com/www.thrivecollective.org/wp-content/uploads/2025/08/123-banner.jpeg?resize=1170%2C658&ssl=1,https://www.thrivecollective.org/portfolio/wont-stop/
56,Play in the Park: Words To Inspire,Mahoney Playground,Staten Island,St. George,40.6433274,-74.0858648,2025,"Cody Prez, Cramcept, John Exit",,https://i0.wp.com/www.thrivecollective.org/wp-content/uploads/2025/07/play-feature.jpeg?fit=1920%2C1081&ssl=1,https://www.thrivecollective.org/portfolio/mahoney-playground/
57,Play in the Park: Words To Inspire,Mahoney Playground,Staten Island,St. George,40.6433274,-74.0858648,2025,"Cody Prez, Cramcept, John Exit",,https://i0.wp.com/www.thrivecollective.org/wp-content/uploads/2025/07/thrive-feature.jpeg?fit=1920%2C1081&ssl=1,https://www.thrivecollective.org/portfolio/mahoney-playground-thrive/
58,Play in the Park: Words To Inspire,Mahoney Playground,Staten Island,St. George,40.6433274,-74.0858648,2025,"Cody Prez, Cramcept, John Exit",,https://i0.wp.com/www.thrivecollective.org/wp-content/uploads/2025/07/create.jpeg?fit=1920%2C1081&ssl=1,https://www.thrivecollective.org/portfolio/mahoney-playground-create/
59,Play in the Park: Mahoney Playground,Mahoney Playground,Staten Island,St. George,40.6433274,-74.0858648,2025,"Cody Prez, Cramcept, John Exit",,https://i0.wp.com/www.thrivecollective.org/wp-content/uploads/2025/07/dance-feature.jpeg?fit=1920%2C1081&ssl=1,https://www.thrivecollective.org/portfolio/mahoney-playground-dance/
60,Play in the Park: Mahoney Playground,Mahoney Playground,Staten Island,St. George,40.6433274,-74.0858648,2025,"Cody Prez, Cramcept, John Exit",,https://i0.wp.com/www.thrivecollective.org/wp-content/uploads/2025/07/share.jpeg?fit=1920%2C1081&ssl=1,https://www.thrivecollective.org/portfolio/mahoney-playground-share/
61,Play in the Park: Mahoney Playground,Mahoney Playground,Staten Island,St. George,40.6433274,-74.0858648,2025,"Cody Prez, Cramcept, John Exit",,https://i0.wp.com/www.thrivecollective.org/wp-content/uploads/2025/07/dream-feature.jpeg?fit=1920%2C1082&ssl=1,https://www.thrivecollective.org/portfolio/mahoney-playground-dream/
62,Play in the Park: Mahoney Playground,Mahoney Playground,Staten Island,St. George,40.6433274,-74.0858648,2025,"Cody Prez, Cramcept, John Exit",,https://i0.wp.com/www.thrivecollective.org/wp-content/uploads/2025/07/grow.jpeg?fit=1920%2C1081&ssl=1,https://www.thrivecollective.org/portfolio/mahoney-playground-grow/
63,Play in the Park: Mahoney Playground,Mahoney Playground,Staten Island,St. George,40.6433274,-74.0858648,2025,"Cody Prez, Cramcept, John Exit",,https://i0.wp.com/www.thrivecollective.org/wp-content/uploads/2025/07/love.jpeg?fit=1920%2C1081&ssl=1,https://www.thrivecollective.org/portfolio/mahoney-playground-love/
64,Play in the Park: Mahoney Playground,Mahoney Playground,Staten Island,St. George,40.6433274,-74.0858648,2025,"Cody Prez, Cramcept, John Exit",,https://i0.wp.com/www.thrivecollective.org/wp-content/uploads/2025/07/believe.jpeg?fit=1920%2C1081&ssl=1,https://www.thrivecollective.org/portfolio/mahoney-playground-believe/
65,Play in the Park: Mahoney Playground,Mahoney Playground,Staten Island,St. George,40.6433274,-74.0858648,2025,"Cody Prez, Cramcept, John Exit",,https://i0.wp.com/www.thrivecollective.org/wp-content/uploads/2025/07/peace.jpeg?fit=1920%2C1081&ssl=1,https://www.thrivecollective.org/portfolio/pmahoney-playground-peace/
66,Play in the Park: Mahoney Playground,Mahoney Playground,Staten Island,St. George,40.6433274,-74.0858648,2025,"Cody Prez, Cramcept, John Exit",,https://i0.wp.com/www.thrivecollective.org/wp-content/uploads/2025/07/cheer.jpeg?fit=1920%2C1081&ssl=1,https://www.thrivecollective.org/portfolio/mahoney-playground-cheer/
67,Play in the Park: Mahoney Playground,Mahoney Playground,Staten Island,St. George,40.6433274,-74.0858648,2025,"Cody Prez, Cramcept, John Exit",,https://i0.wp.com/www.thrivecollective.org/wp-content/uploads/2025/07/jump.jpeg?fit=1920%2C1081&ssl=1,https://www.thrivecollective.org/portfolio/mahoney-playground-jump/
68,Marie Curie HS: One Community,Marie Curie High School,Bronx,Kingsbridge Heights,40.8756121,-73.9017235,2025,"Ashley Crawford, Lola Lovenotes, May Bukowski, Ralph Demaio, Raissa Da Silva",,https://i0.wp.com/www.thrivecollective.org/wp-content/uploads/2025/08/marie-curie-banner.jpeg?fit=1920%2C1081&ssl=1,https://www.thrivecollective.org/portfolio/one-community/
69,IS 117X: Promoting Change in our World,IS 117X,Bronx,Mount Hope,40.8485937,-73.9086469,2025,"Lola Lovenotes, Raissa Oliveira Da Silva",,https://i0.wp.com/www.thrivecollective.org/wp-content/uploads/2025/08/promote-change-banner.jpeg?resize=1170%2C658&ssl=1,https://www.thrivecollective.org/portfolio/promoting-change/
70,PS 91X: Spread Your Wings,PS 91X,Bronx,Highbridge,40.8360775,-73.9288771,2025,"Peach Tao, Chey Nelson",,https://i0.wp.com/www.thrivecollective.org/wp-content/uploads/2025/08/ps91-banner.jpeg?resize=1170%2C658&ssl=1,https://www.thrivecollective.org/portfolio/spread-wings/
71,Frank McCourt HS: We Are One,Frank McCourt High School,Manhattan,Upper West Side,40.785861,-73.9745414,2025,"Vanesa Álvarez Díaz, Christian Bachez",,https://i0.wp.com/www.thrivecollective.org/wp-content/uploads/2025/08/mccourt-feature.jpeg?fit=1920%2C887&ssl=1,https://www.thrivecollective.org/portfolio/we-are-one/
72,Queens Preparatory Academy: In Unity There is Strength,Queens Preparatory Academy,Queens,Rochdale,40.6676524,-73.7574605,2025,"Kadeem Phillip, Chey Nelson, Lola Lovenotes, May Bukowski",,https://i0.wp.com/www.thrivecollective.org/wp-content/uploads/2025/08/qpa-feature.jpeg?resize=560%2C560&ssl=1,https://www.thrivecollective.org/portfolio/unity-strength/
73,Park East HS: Bloom in Time,Park East High School,Manhattan,El Barrio,40.7902049,-73.9441678,2025,May Bukowski,,https://i0.wp.com/www.thrivecollective.org/wp-content/uploads/2025/08/park-east-header.jpeg?fit=1920%2C888&ssl=1,https://www.thrivecollective.org/portfolio/bloom-in-time/
74,PS 45Q: Unify at PS 45,PS 45Q,Queens,South Ozone Park,40.6719889,-73.789023,2025,"Danielle Mastrion, Yvette Hidalgo",,https://i0.wp.com/www.thrivecollective.org/wp-content/uploads/2025/08/unify-banner.jpeg?fit=2000%2C925&ssl=1,https://www.thrivecollective.org/portfolio/unify/
75,PS/MS 183Q: Good Things Happen Here,PS/MS 183Q,Queens,Arverne,40.5892142,-73.8060291,2025,"Raissa Oliveira Da Silva, Kenneth Tooley",,https://i0.wp.com/www.thrivecollective.org/wp-content/uploads/2025/08/183-banner2.jpeg?fit=1920%2C1080&ssl=1,https://www.thrivecollective.org/portfolio/good-things/
76,NY Liberty: History Made,Barclays Center,Brooklyn,Prospect Heights,40.6826415,-73.9753053,2025,Toofly,,https://i0.wp.com/www.thrivecollective.org/wp-content/uploads/2025/08/liberty-history-made-feature.jpeg?fit=1727%2C1727&ssl=1,https://www.thrivecollective.org/portfolio/history-made/
77,Capital Hill Boys Club: Peterbug,Peter Bug Shoe Repair Academy,,Capitol Hill,38.881904,-76.990935,2025,"Ryan Mizta, Brian Bailey, Lew the Artist",,https://i0.wp.com/www.thrivecollective.org/wp-content/uploads/2025/08/peter-bug-banner3jpeg.jpeg?resize=1170%2C658&ssl=1,https://www.thrivecollective.org/portfolio/peterbug/
78,Capital Hill Boys Club: God is King,Peter Bug Shoe Repair Academy,,Capitol Hill,38.881904,-76.990935,2025,"Ryan Mizta, Brian Bailey, Lew the Artist",,https://i0.wp.com/www.thrivecollective.org/wp-content/uploads/2025/08/peter-bug-banner1.jpeg?resize=1170%2C658&ssl=1,https://www.thrivecollective.org/portfolio/god-is-king/
79,PS 53: Reading is Fundamental,PS 53,Bronx,Concourse Village,40.8327799,-73.9118448,2025,"Jodi Dareal, Mimi Storm, Kel5mh, Loreto Hart, @yi_design_jp",,https://i0.wp.com/www.thrivecollective.org/wp-content/uploads/2025/08/fundamental-banner.jpeg?resize=1170%2C658&ssl=1,https://www.thrivecollective.org/portfolio/reading-is-fundamental/
